SNO,FILENAME,TIME_TAKEN,DB_SIZE,AVG_TIME_TAKEN_PER_FILE,AVG_SPACE_TAKEN_PER_FILE
814,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_830.pdf,0.8549,3.6875,0.8343,0.0045
815,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_831.pdf,0.9144,3.6914,0.8344,0.0045
816,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_832.pdf,0.945,3.6953,0.8345,0.0045
817,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_833.pdf,0.8219,3.7031,0.8345,0.0045
818,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_834.pdf,0.8819,3.707,0.8346,0.0045
819,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_835.pdf,0.8288,3.7109,0.8346,0.0045
820,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_836.pdf,0.8601,3.7148,0.8346,0.0045
821,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_837.pdf,0.8354,3.7188,0.8346,0.0045
822,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_838.pdf,0.879,3.7227,0.8346,0.0045
823,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_839.pdf,0.921,3.7305,0.8347,0.0045
824,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_84.pdf,0.8776,3.7344,0.8348,0.0045
825,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_840.pdf,0.8778,3.7422,0.8348,0.0045
826,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_841.pdf,0.7932,3.7461,0.8348,0.0045
827,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_842.pdf,0.7808,3.75,0.8347,0.0045
828,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_843.pdf,0.7963,3.7539,0.8347,0.0045
829,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_844.pdf,0.7693,3.7578,0.8346,0.0045
830,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_845.pdf,0.7958,3.7617,0.8346,0.0045
831,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_846.pdf,0.7817,3.7656,0.8345,0.0045
832,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_847.pdf,0.8154,3.7695,0.8345,0.0045
833,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_848.pdf,0.7769,3.7773,0.8344,0.0045
834,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_849.pdf,0.8247,3.7812,0.8344,0.0045
835,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_85.pdf,0.7915,3.7852,0.8343,0.0045
836,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_850.pdf,0.7878,3.7891,0.8343,0.0045
837,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_851.pdf,0.7877,3.793,0.8342,0.0045
838,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_852.pdf,0.7878,3.7969,0.8342,0.0045
839,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_853.pdf,0.79,3.8008,0.8341,0.0045
840,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_854.pdf,0.7337,3.8047,0.834,0.0045
841,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_855.pdf,0.804,3.8125,0.834,0.0045
842,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_856.pdf,0.7976,3.8164,0.8339,0.0045
843,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_857.pdf,0.8273,3.8203,0.8339,0.0045
844,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_858.pdf,0.832,3.8242,0.8339,0.0045
845,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_859.pdf,0.7916,3.8281,0.8339,0.0045
846,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_86.pdf,0.8113,3.832,0.8338,0.0045
847,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_860.pdf,0.8035,3.8359,0.8338,0.0045
848,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_861.pdf,0.8026,3.8398,0.8338,0.0045
849,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_862.pdf,0.7777,3.8477,0.8337,0.0045
850,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_863.pdf,0.792,3.8516,0.8336,0.0045
851,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_864.pdf,0.8054,3.8555,0.8336,0.0045
852,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_865.pdf,0.7602,3.8594,0.8335,0.0045
853,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_866.pdf,0.7853,3.8633,0.8335,0.0045
854,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_867.pdf,0.8057,3.8672,0.8334,0.0045
855,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_868.pdf,0.8001,3.8711,0.8334,0.0045
856,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_869.pdf,0.8022,3.875,0.8334,0.0045
857,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_87.pdf,0.8049,3.8828,0.8333,0.0045
858,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_870.pdf,0.8455,3.8867,0.8333,0.0045
859,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_871.pdf,0.7921,3.8906,0.8333,0.0045
860,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_872.pdf,0.8127,3.8984,0.8333,0.0045
861,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_873.pdf,0.7527,3.9023,0.8332,0.0045
862,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_874.pdf,0.7913,3.9062,0.8331,0.0045
863,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_875.pdf,0.8233,3.9102,0.8331,0.0045
864,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_876.pdf,0.7571,3.9141,0.833,0.0045
865,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_877.pdf,0.8091,3.9219,0.833,0.0045
866,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_878.pdf,0.7988,3.9258,0.833,0.0045
867,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_879.pdf,0.773,3.9297,0.8329,0.0045
868,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_88.pdf,0.7971,3.9336,0.8329,0.0045
869,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_880.pdf,0.7972,3.9375,0.8328,0.0045
870,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_881.pdf,0.7927,3.9414,0.8328,0.0045
871,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_882.pdf,0.7854,3.9453,0.8327,0.0045
872,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_883.pdf,0.7877,3.9492,0.8327,0.0045
873,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_884.pdf,0.7823,3.957,0.8326,0.0045
874,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_885.pdf,0.7913,3.9609,0.8326,0.0045
875,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_886.pdf,0.7727,3.9648,0.8325,0.0045
876,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_887.pdf,0.797,3.9688,0.8324,0.0045
877,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_888.pdf,0.7988,3.9727,0.8324,0.0045
878,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_889.pdf,0.8556,3.9766,0.8324,0.0045
879,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_89.pdf,0.7972,3.9805,0.8324,0.0045
880,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_890.pdf,0.7752,3.9844,0.8323,0.0045
881,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_891.pdf,0.7984,3.9922,0.8323,0.0045
882,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_892.pdf,0.7783,3.9961,0.8322,0.0045
883,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_893.pdf,0.8176,4.0,0.8322,0.0045
884,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_894.pdf,0.797,4.0039,0.8322,0.0045
885,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_895.pdf,0.7743,4.0078,0.8321,0.0045
886,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_896.pdf,0.7927,4.0117,0.8321,0.0045
887,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_897.pdf,0.7913,4.0156,0.832,0.0045
888,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_898.pdf,0.8369,4.0195,0.832,0.0045
889,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_899.pdf,0.8083,4.0273,0.832,0.0045
890,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_9.pdf,0.7722,4.0312,0.8319,0.0045
891,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_90.pdf,0.8204,4.0352,0.8319,0.0045
892,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_900.pdf,0.776,4.0391,0.8319,0.0045
893,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_901.pdf,0.8123,4.043,0.8318,0.0045
894,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_902.pdf,0.8075,4.0469,0.8318,0.0045
895,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_903.pdf,0.7779,4.0508,0.8317,0.0045
896,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_904.pdf,0.8169,4.0547,0.8317,0.0045
897,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_905.pdf,0.8003,4.0664,0.8317,0.0045
898,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_906.pdf,0.7951,4.0703,0.8317,0.0045
899,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_907.pdf,0.7755,4.0742,0.8316,0.0045
900,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_908.pdf,0.7998,4.0781,0.8316,0.0045
901,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_909.pdf,0.8264,4.082,0.8315,0.0045
902,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_91.pdf,0.7785,4.0859,0.8315,0.0045
903,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_910.pdf,0.8235,4.0898,0.8315,0.0045
904,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_911.pdf,0.7916,4.0938,0.8314,0.0045
905,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_912.pdf,0.7785,4.1016,0.8314,0.0045
906,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_913.pdf,0.8078,4.1055,0.8314,0.0045
907,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_914.pdf,0.7967,4.1094,0.8313,0.0045
908,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_915.pdf,0.8147,4.1133,0.8313,0.0045
909,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_916.pdf,0.7979,4.1172,0.8313,0.0045
910,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_917.pdf,0.7749,4.1211,0.8312,0.0045
911,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_918.pdf,0.828,4.125,0.8312,0.0045
912,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_919.pdf,0.7752,4.1289,0.8311,0.0045
913,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_92.pdf,0.8264,4.1367,0.8311,0.0045
914,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_920.pdf,0.7995,4.1406,0.8311,0.0045
915,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_921.pdf,0.7915,4.1445,0.831,0.0045
916,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_922.pdf,0.8049,4.1484,0.831,0.0045
917,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_923.pdf,0.801,4.1523,0.831,0.0045
918,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_924.pdf,0.7916,4.1562,0.8309,0.0045
919,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_925.pdf,0.7859,4.1602,0.8309,0.0045
920,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_926.pdf,0.7939,4.1641,0.8309,0.0045
921,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_927.pdf,0.8069,4.1719,0.8308,0.0045
922,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_928.pdf,0.7873,4.1758,0.8308,0.0045
923,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_929.pdf,0.783,4.1797,0.8307,0.0045
924,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_93.pdf,0.8322,4.1836,0.8307,0.0045
925,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_930.pdf,0.7899,4.1875,0.8307,0.0045
926,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_931.pdf,0.8132,4.1914,0.8307,0.0045
927,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_932.pdf,0.7939,4.1953,0.8306,0.0045
928,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_933.pdf,0.7919,4.1992,0.8306,0.0045
929,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_934.pdf,0.7846,4.207,0.8305,0.0045
930,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_935.pdf,0.8029,4.2109,0.8305,0.0045
931,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_936.pdf,0.8085,4.2148,0.8305,0.0045
932,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_937.pdf,0.7956,4.2188,0.8304,0.0045
933,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_938.pdf,0.8139,4.2227,0.8304,0.0045
934,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_939.pdf,0.8007,4.2305,0.8304,0.0045
935,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_94.pdf,0.78,4.2344,0.8303,0.0045
936,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_940.pdf,0.843,4.2383,0.8304,0.0045
937,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_941.pdf,0.7756,4.2461,0.8303,0.0045
938,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_942.pdf,0.7951,4.25,0.8303,0.0045
939,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_943.pdf,0.7786,4.2539,0.8302,0.0045
940,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_944.pdf,0.8104,4.2578,0.8302,0.0045
941,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_945.pdf,0.8087,4.2617,0.8302,0.0045
942,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_946.pdf,0.7801,4.2656,0.8301,0.0045
943,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_947.pdf,0.8219,4.2695,0.8301,0.0045
944,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_948.pdf,0.798,4.2734,0.8301,0.0045
945,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_949.pdf,0.7938,4.2812,0.83,0.0045
946,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_95.pdf,0.8035,4.2852,0.83,0.0045
947,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_950.pdf,0.7741,4.2891,0.8299,0.0045
948,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_951.pdf,0.7985,4.293,0.8299,0.0045
949,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_952.pdf,0.8185,4.2969,0.8299,0.0045
950,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_953.pdf,0.7874,4.3008,0.8299,0.0045
951,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_954.pdf,0.8163,4.3047,0.8298,0.0045
952,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_955.pdf,0.7748,4.3086,0.8298,0.0045
953,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_956.pdf,0.8006,4.3164,0.8297,0.0045
954,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_957.pdf,0.8092,4.3203,0.8297,0.0045
955,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_958.pdf,0.7797,4.3242,0.8297,0.0045
956,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_959.pdf,0.828,4.3281,0.8297,0.0045
957,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_96.pdf,0.7699,4.332,0.8296,0.0045
958,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_960.pdf,0.8353,4.3359,0.8296,0.0045
959,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_961.pdf,0.7935,4.3398,0.8296,0.0045
960,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_962.pdf,0.7756,4.3438,0.8295,0.0045
961,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_963.pdf,0.8169,4.3516,0.8295,0.0045
962,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_964.pdf,0.7803,4.3555,0.8295,0.0045
963,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_965.pdf,0.8209,4.3594,0.8295,0.0045
964,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_966.pdf,0.8016,4.3633,0.8294,0.0045
965,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_967.pdf,0.7824,4.3672,0.8294,0.0045
966,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_968.pdf,0.8173,4.3711,0.8294,0.0045
967,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_969.pdf,0.7799,4.375,0.8293,0.0045
968,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_97.pdf,0.815,4.3789,0.8293,0.0045
969,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_970.pdf,0.7962,4.3867,0.8293,0.0045
970,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_971.pdf,0.7757,4.3906,0.8292,0.0045
971,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_972.pdf,0.8091,4.3984,0.8292,0.0045
972,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_973.pdf,0.7875,4.4023,0.8291,0.0045
973,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_974.pdf,0.8265,4.4062,0.8291,0.0045
974,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_975.pdf,0.7941,4.4102,0.8291,0.0045
975,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_976.pdf,0.7741,4.4141,0.829,0.0045
976,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_977.pdf,0.8203,4.418,0.829,0.0045
977,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_978.pdf,0.7777,4.4258,0.829,0.0045
978,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_979.pdf,0.8305,4.4297,0.829,0.0045
979,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_98.pdf,0.9352,4.4336,0.8291,0.0045
980,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_980.pdf,0.873,4.4375,0.8291,0.0045
981,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_981.pdf,0.8727,4.4414,0.8292,0.0045
982,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_982.pdf,0.908,4.4453,0.8293,0.0045
983,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_983.pdf,0.9169,4.4492,0.8294,0.0045
984,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_984.pdf,0.8564,4.4531,0.8294,0.0045
985,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_985.pdf,0.8924,4.4609,0.8294,0.0045
986,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_986.pdf,0.8568,4.4648,0.8295,0.0045
987,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_987.pdf,0.8781,4.4688,0.8295,0.0045
988,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_988.pdf,0.8823,4.4727,0.8296,0.0045
989,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_989.pdf,0.9207,4.4766,0.8297,0.0045
990,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_99.pdf,0.8311,4.4805,0.8297,0.0045
991,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_990.pdf,0.8729,4.4844,0.8297,0.0045
992,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_991.pdf,0.8887,4.4883,0.8298,0.0045
993,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_992.pdf,0.8228,4.4961,0.8298,0.0045
994,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_993.pdf,0.8621,4.5,0.8298,0.0045
995,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_994.pdf,0.8561,4.5039,0.8298,0.0045
996,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_995.pdf,0.8625,4.5078,0.8299,0.0045
997,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_996.pdf,0.8576,4.5117,0.8299,0.0045
