SNO,FILENAME,TIME_TAKEN,DB_SIZE,AVG_TIME_TAKEN_PER_FILE,AVG_SPACE_TAKEN_PER_FILE
1451,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_503.pdf,0.8297,6.5547,0.8151,0.0045
1452,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_504.pdf,0.8193,6.5586,0.8151,0.0045
1453,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_505.pdf,0.7934,6.5625,0.8151,0.0045
1454,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_506.pdf,0.8111,6.5664,0.8151,0.0045
1455,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_507.pdf,0.7902,6.5703,0.8151,0.0045
1456,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_508.pdf,0.8275,6.5742,0.8151,0.0045
1457,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_509.pdf,0.8531,6.582,0.8151,0.0045
1458,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_51.pdf,0.793,6.5859,0.8151,0.0045
1459,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_510.pdf,0.7934,6.5898,0.8151,0.0045
1460,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_511.pdf,0.794,6.5938,0.815,0.0045
1461,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_512.pdf,0.8075,6.5977,0.815,0.0045
1462,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_513.pdf,0.8055,6.6016,0.815,0.0045
1463,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_514.pdf,0.8207,6.6055,0.815,0.0045
1464,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_515.pdf,0.7923,6.6094,0.815,0.0045
1465,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_516.pdf,0.9042,6.6172,0.8151,0.0045
1466,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_517.pdf,0.7636,6.6211,0.8151,0.0045
1467,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_518.pdf,0.832,6.625,0.8151,0.0045
1468,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_519.pdf,0.8179,6.6289,0.8151,0.0045
1469,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_52.pdf,0.8219,6.6328,0.8151,0.0045
1470,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_520.pdf,0.8027,6.6367,0.8151,0.0045
1471,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_521.pdf,0.8104,6.6445,0.8151,0.0045
1472,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_522.pdf,0.8021,6.6484,0.815,0.0045
1473,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_523.pdf,0.7567,6.6562,0.815,0.0045
1474,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_524.pdf,0.7942,6.6602,0.815,0.0045
1475,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_525.pdf,0.7999,6.6641,0.815,0.0045
1476,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_526.pdf,0.7982,6.668,0.815,0.0045
1477,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_527.pdf,0.7974,6.6719,0.815,0.0045
1478,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_528.pdf,0.7946,6.6758,0.8149,0.0045
1479,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_529.pdf,0.7988,6.6797,0.8149,0.0045
1480,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_53.pdf,0.771,6.6836,0.8149,0.0045
1481,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_530.pdf,0.7526,6.6914,0.8149,0.0045
1482,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_531.pdf,0.7994,6.6953,0.8149,0.0045
1483,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_532.pdf,0.8322,6.6992,0.8149,0.0045
1484,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_533.pdf,0.8221,6.7031,0.8149,0.0045
1485,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_534.pdf,0.7703,6.707,0.8148,0.0045
1486,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_535.pdf,0.8335,6.7109,0.8149,0.0045
1487,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_536.pdf,0.8059,6.7148,0.8148,0.0045
1488,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_537.pdf,0.8168,6.7188,0.8148,0.0045
1489,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_538.pdf,0.813,6.7266,0.8148,0.0045
1490,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_539.pdf,0.789,6.7305,0.8148,0.0045
1491,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_54.pdf,0.8318,6.7344,0.8148,0.0045
1492,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_540.pdf,0.7494,6.7383,0.8148,0.0045
1493,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_541.pdf,0.7908,6.7422,0.8148,0.0045
1494,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_542.pdf,0.7924,6.7461,0.8148,0.0045
1495,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_543.pdf,0.7582,6.75,0.8147,0.0045
1496,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_544.pdf,0.7808,6.7539,0.8147,0.0045
1497,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_545.pdf,0.7775,6.7617,0.8147,0.0045
1498,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_546.pdf,0.7685,6.7656,0.8147,0.0045
1499,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_547.pdf,0.7828,6.7695,0.8146,0.0045
1500,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_548.pdf,0.8052,6.7734,0.8146,0.0045
1501,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_549.pdf,0.8109,6.7773,0.8146,0.0045
1502,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_55.pdf,0.8167,6.7812,0.8146,0.0045
1503,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_550.pdf,0.81,6.7852,0.8146,0.0045
1504,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_551.pdf,0.8192,6.7891,0.8146,0.0045
1505,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_552.pdf,0.8071,6.7969,0.8146,0.0045
1506,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_553.pdf,0.7614,6.8008,0.8146,0.0045
1507,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_554.pdf,0.7629,6.8047,0.8145,0.0045
1508,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_555.pdf,0.7496,6.8086,0.8145,0.0045
1509,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_556.pdf,0.8134,6.8242,0.8145,0.0045
1510,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_557.pdf,0.7966,6.8281,0.8145,0.0045
1511,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_558.pdf,0.8047,6.832,0.8145,0.0045
1512,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_559.pdf,0.8311,6.8359,0.8145,0.0045
1513,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_56.pdf,0.842,6.8438,0.8145,0.0045
1514,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_560.pdf,0.802,6.8477,0.8145,0.0045
1515,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_561.pdf,0.7495,6.8516,0.8145,0.0045
1516,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_562.pdf,0.7997,6.8555,0.8145,0.0045
1517,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_563.pdf,0.7941,6.8594,0.8144,0.0045
1518,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_564.pdf,0.8043,6.8633,0.8144,0.0045
1519,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_565.pdf,0.8282,6.8672,0.8144,0.0045
1520,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_566.pdf,0.7964,6.8711,0.8144,0.0045
1521,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_567.pdf,0.7954,6.8789,0.8144,0.0045
1522,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_568.pdf,0.7999,6.8828,0.8144,0.0045
1523,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_569.pdf,0.8163,6.8867,0.8144,0.0045
1524,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_57.pdf,0.8074,6.8906,0.8144,0.0045
1525,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_570.pdf,0.8011,6.8945,0.8144,0.0045
1526,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_571.pdf,0.8059,6.8984,0.8144,0.0045
1527,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_572.pdf,0.77,6.9023,0.8144,0.0045
1528,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_573.pdf,0.7829,6.9062,0.8143,0.0045
1529,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_574.pdf,0.775,6.9141,0.8143,0.0045
1530,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_575.pdf,0.7843,6.918,0.8143,0.0045
1531,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_576.pdf,0.8166,6.9219,0.8143,0.0045
1532,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_577.pdf,0.8315,6.9258,0.8143,0.0045
1533,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_578.pdf,0.7945,6.9297,0.8143,0.0045
1534,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_579.pdf,0.781,6.9336,0.8143,0.0045
1535,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_58.pdf,0.7614,6.9375,0.8142,0.0045
1536,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_580.pdf,0.8219,6.9414,0.8142,0.0045
1537,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_581.pdf,0.7687,6.9492,0.8142,0.0045
1538,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_582.pdf,0.7751,6.9531,0.8142,0.0045
1539,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_583.pdf,0.7942,6.957,0.8142,0.0045
1540,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_584.pdf,0.805,6.9609,0.8142,0.0045
1541,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_585.pdf,0.7921,6.9648,0.8142,0.0045
1542,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_586.pdf,0.7964,6.9688,0.8141,0.0045
1543,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_587.pdf,0.8031,6.9727,0.8141,0.0045
1544,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_588.pdf,0.83,6.9766,0.8141,0.0045
1545,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_589.pdf,0.8288,6.9844,0.8142,0.0045
1546,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_59.pdf,0.8022,6.9883,0.8142,0.0045
1547,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_590.pdf,0.8282,6.9961,0.8142,0.0045
1548,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_591.pdf,0.8047,7.0,0.8142,0.0045
1549,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_592.pdf,0.7932,7.0039,0.8141,0.0045
1550,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_593.pdf,0.7928,7.0078,0.8141,0.0045
1551,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_594.pdf,0.8033,7.0117,0.8141,0.0045
1552,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_595.pdf,0.8197,7.0156,0.8141,0.0045
1553,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_596.pdf,0.7976,7.0234,0.8141,0.0045
1554,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_597.pdf,0.8032,7.0273,0.8141,0.0045
1555,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_598.pdf,0.8067,7.0312,0.8141,0.0045
1556,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_599.pdf,0.7501,7.0352,0.8141,0.0045
1557,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_6.pdf,0.8124,7.0391,0.8141,0.0045
1558,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_60.pdf,0.8036,7.043,0.8141,0.0045
1559,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_600.pdf,0.8136,7.0469,0.8141,0.0045
1560,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_601.pdf,0.8077,7.0508,0.814,0.0045
1561,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_602.pdf,0.8004,7.0586,0.814,0.0045
1562,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_603.pdf,0.8012,7.0625,0.814,0.0045
1563,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_604.pdf,0.7994,7.0664,0.814,0.0045
1564,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_605.pdf,0.7928,7.0703,0.814,0.0045
1565,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_606.pdf,0.748,7.0742,0.814,0.0045
1566,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_607.pdf,0.7464,7.0781,0.8139,0.0045
1567,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_608.pdf,0.7869,7.082,0.8139,0.0045
1568,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_609.pdf,0.878,7.0859,0.8139,0.0045
1569,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_61.pdf,0.8025,7.0938,0.8139,0.0045
1570,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_610.pdf,0.8248,7.0977,0.8139,0.0045
1571,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_611.pdf,0.8276,7.1016,0.814,0.0045
1572,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_612.pdf,0.8296,7.1055,0.814,0.0045
1573,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_613.pdf,0.8097,7.1094,0.814,0.0045
1574,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_614.pdf,0.8363,7.1133,0.814,0.0045
1575,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_615.pdf,0.8044,7.1172,0.814,0.0045
1576,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_616.pdf,0.781,7.1211,0.8139,0.0045
1577,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_617.pdf,0.7782,7.1289,0.8139,0.0045
1578,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_618.pdf,0.8033,7.1328,0.8139,0.0045
1579,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_619.pdf,0.7992,7.1367,0.8139,0.0045
1580,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_62.pdf,0.8127,7.1406,0.8139,0.0045
1581,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_620.pdf,0.8121,7.1445,0.8139,0.0045
1582,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_621.pdf,0.7679,7.1484,0.8139,0.0045
1583,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_622.pdf,0.8178,7.1523,0.8139,0.0045
1584,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_623.pdf,0.8059,7.1562,0.8139,0.0045
1585,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_624.pdf,0.826,7.1641,0.8139,0.0045
1586,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_625.pdf,0.8044,7.1719,0.8139,0.0045
1587,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_626.pdf,0.803,7.1758,0.8139,0.0045
1588,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_627.pdf,0.7987,7.1797,0.8139,0.0045
1589,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_628.pdf,0.7993,7.1836,0.8139,0.0045
1590,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_629.pdf,0.7858,7.1875,0.8138,0.0045
1591,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_63.pdf,0.807,7.1914,0.8138,0.0045
1592,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_630.pdf,0.8131,7.1953,0.8138,0.0045
1593,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_631.pdf,0.8237,7.2031,0.8138,0.0045
1594,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_632.pdf,0.7799,7.207,0.8138,0.0045
1595,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_633.pdf,0.8128,7.2109,0.8138,0.0045
1596,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_634.pdf,0.8017,7.2148,0.8138,0.0045
1597,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_635.pdf,0.8154,7.2188,0.8138,0.0045
1598,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_636.pdf,0.7817,7.2227,0.8138,0.0045
1599,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_637.pdf,0.7608,7.2266,0.8138,0.0045
1600,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_638.pdf,0.7956,7.2305,0.8137,0.0045
1601,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_639.pdf,0.7453,7.2383,0.8137,0.0045
1602,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_64.pdf,0.7592,7.2422,0.8137,0.0045
1603,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_640.pdf,0.8663,7.2461,0.8137,0.0045
1604,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_641.pdf,0.8051,7.25,0.8137,0.0045
1605,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_642.pdf,0.8111,7.2539,0.8137,0.0045
1606,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_643.pdf,0.813,7.2578,0.8137,0.0045
1607,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_644.pdf,0.7856,7.2617,0.8137,0.0045
1608,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_645.pdf,0.7841,7.2656,0.8137,0.0045
1609,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_646.pdf,0.7805,7.2734,0.8136,0.0045
1610,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_647.pdf,0.7768,7.2773,0.8136,0.0045
1611,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_648.pdf,0.8014,7.2812,0.8136,0.0045
1612,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_649.pdf,0.8046,7.2852,0.8136,0.0045
1613,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_65.pdf,0.8031,7.2891,0.8136,0.0045
1614,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_650.pdf,0.8185,7.293,0.8136,0.0045
1615,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_651.pdf,0.8154,7.2969,0.8136,0.0045
1616,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_652.pdf,0.8293,7.3008,0.8136,0.0045
1617,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_653.pdf,0.7577,7.3086,0.8136,0.0045
1618,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_654.pdf,0.7988,7.3125,0.8136,0.0045
1619,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_655.pdf,0.8034,7.3164,0.8136,0.0045
1620,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_656.pdf,0.7567,7.3203,0.8135,0.0045
1621,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_657.pdf,0.8003,7.3242,0.8135,0.0045
1622,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_658.pdf,0.8421,7.3281,0.8135,0.0045
1623,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_659.pdf,0.7942,7.332,0.8135,0.0045
1624,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_66.pdf,0.788,7.3359,0.8135,0.0045
1625,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_660.pdf,0.8017,7.3477,0.8135,0.0045
1626,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_661.pdf,0.797,7.3516,0.8135,0.0045
1627,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_662.pdf,0.7788,7.3555,0.8135,0.0045
1628,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_663.pdf,0.8284,7.3594,0.8135,0.0045
1629,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_664.pdf,0.8176,7.3633,0.8135,0.0045
1630,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_665.pdf,0.8033,7.3672,0.8135,0.0045
1631,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_666.pdf,0.7843,7.3711,0.8135,0.0045
1632,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_667.pdf,0.7957,7.375,0.8134,0.0045
1633,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_668.pdf,0.8057,7.3828,0.8134,0.0045
1634,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_669.pdf,0.7922,7.3867,0.8134,0.0045
1635,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_67.pdf,0.786,7.3906,0.8134,0.0045
1636,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_670.pdf,0.803,7.3945,0.8134,0.0045
1637,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_671.pdf,0.7867,7.3984,0.8134,0.0045
1638,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_672.pdf,0.7864,7.4023,0.8134,0.0045
1639,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS_copy_673.pdf,0.7795,7.4062,0.8133,0.0045
